track_id,name,album,album_id,artist_name,artist_id,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,is_solo,Cluster_Hierarchical
05b94NgTfntKGZra5TMEcx,Intercourse (feat. Popcaan & Mustard),Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,0.562,0.605,3,-6.0820000000000025,False,0.353,0.0579999999999999,0.0,0.156,0.433,98.017,197023,4.0,0,2
2ZuyWP4MXXPXQaz2KJPCCn,Go Crazy (feat. Big Sean & 2 Chainz),Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,0.919,0.8059999999999999,9,-4.591,True,0.291,0.14,0.0,0.0715,0.64,95.965,225013,4.0,0,2
5E2XqswBygKQ8ZXqkJZUj8,Don’t Rock Me To Sleep,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,0.8759999999999999,0.75,10,-5.912000000000001,False,0.0432,0.00932,0.0,0.118,0.653,105.971,183383,4.0,1,2
1ZynYY8BPvWnx7t1EGwrPs,Outside,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,0.8640000000000001,0.841,2,-2.775,True,0.278,0.0242,0.0,0.0748,0.713,168.002,151991,4.0,1,2
2Z71PZlOeF9YVze4hy1A1a,Savage Remix (feat. Beyoncé),Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,0.753,0.745,10,-4.776,False,0.3339999999999999,0.0159,0.0,0.127,0.635,169.02,242001,4.0,0,2
7yiSvALPjMrBLDDrbcDRNy,Girls in the Hood,Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,0.821,0.816,6,-3.835,True,0.352,0.0071099999999999,0.0,0.0645,0.797,179.97400000000005,154389,4.0,1,2
0W7R5wlb4rjvowSPOY7c8m,Don’t Stop (feat. Young Thug),Good News,0KjckH1EE6HRRurMIXSc0r,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,1,0.935,0.665,2,-4.65,True,0.0779,0.000773,0.0,0.138,0.4679999999999999,138.02700000000002,187992,4.0,0,2
2njoi6yM86QQwYnfyKjQzH,Nobody Safe,Nobody Safe,1w3bK9CG80xsuDPlrz5EV7,Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,1,0.8809999999999999,0.677,1,-5.167999999999998,True,0.401,0.0568,0.0,0.12,0.159,109.362,140122,5.0,0,2
3DhQknNJsPtkRj1D7bxjvl,No Flash,Nobody Safe,1w3bK9CG80xsuDPlrz5EV7,Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,1,0.57,0.606,6,-6.864,True,0.436,0.208,0.0,0.102,0.521,77.061,141692,4.0,0,2
108I14Gq6OlXJxMEWgh9d4,You Bad,Nobody Safe,1w3bK9CG80xsuDPlrz5EV7,Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,1,0.7120000000000001,0.579,6,-6.606,False,0.245,0.0431,0.0,0.142,0.723,76.531,141200,4.0,0,2
13mPDke1bFw3xWcDkj1HJp,Bankroll,Nobody Safe,1w3bK9CG80xsuDPlrz5EV7,Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,1,0.8690000000000001,0.672,7,-5.66,False,0.209,0.184,0.0,0.076,0.813,120.954,167410,4.0,0,2
5JXAFhn7cDrXevv7OHyUoo,Automatic,Nobody Safe,1w3bK9CG80xsuDPlrz5EV7,Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,1,0.7979999999999999,0.57,0,-7.057,True,0.256,0.0821,0.0,0.125,0.512,147.92,155676,4.0,0,2
6xzIQLra6UwHj51bK8TaTi,So Sorry,Nobody Safe,1w3bK9CG80xsuDPlrz5EV7,Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,1,0.79,0.68,1,-6.756,False,0.471,0.0904,0.0,0.0995,0.377,77.999,116853,4.0,0,2
5uA6k6kDVyW4cZ7OL8CLvO,Sex,Nobody Safe,1w3bK9CG80xsuDPlrz5EV7,Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,1,0.75,0.505,1,-7.504,True,0.284,0.0064099999999999,0.0,0.241,0.17,150.113,127861,4.0,0,2
4xy7XageX1m7ISA2SvdgMc,Doors Up,Nobody Safe,1w3bK9CG80xsuDPlrz5EV7,Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,1,0.585,0.63,1,-6.477,True,0.1939999999999999,0.0588,0.0,0.1639999999999999,0.397,82.03299999999999,172455,4.0,0,1
